text,label
Your liability limit is $100k. Suit possible.,1
Your umbrella policy is triggered. Excess coverage.,1
Your premium is due. Pay to avoid lapse.,1
Your policy is cancelled. Reinstatement not available.,1
Your quote is ready. Save $200.,1
Your bundle discount is applied. Home + auto.,1
Your safe driver discount is earned. 20%.,1
Your good student discount is verified. 15%.,1
Your defensive driving course is completed. Discount applied.,1
Your telematics device is shipped. Plug in to save.,1
Your driving score is 95. Excellent.,1
Your mileage is low. Pay-per-mile savings.,1
Your usage is 500 miles. Bill: $45.,1
Your trip is recorded. Hard brake detected.,1
Your phone use is detected. Distracted driving.,1
Your speed is excessive. Slow down.,1
Your curfew is violated. Alert sent.,1
Your geofence is crossed. Left home zone.,1
Your arrival is detected. Welcome home.,1
Your departure is logged. Have a safe trip.,1
Your location is shared. Live for 1 hour.,1
Your SOS is activated. Emergency contacts notified.,1
Your fall is detected. Calling emergency services.,1
Your crash is detected. Help is on the way.,1
Your heart rate is irregular. Seek medical attention.,1
Your blood pressure is high. 140/90.,1
Your oxygen saturation is 95%. Normal.,1
Your temperature is 98.6°F. No fever.,1
Your glucose is 120 mg/dL. After meal.,1
Your weight is stable. Keep it up.,1
Your BMI is 24. Healthy range.,1
Your body fat is 20%. Fit.,1
Your muscle mass is high. Strong.,1
Your bone mass is normal. Good.,1
Your water percentage is 55%. Hydrated.,1
Your metabolic age is 30. Younger than actual.,1
Your visceral fat is 8. Healthy.,1
Your calories burned today: 2200. Active.,1
"Your steps are 10,000. Goal achieved.",1
Your distance is 5 miles. Great walk.,1
Your floors climbed: 10. Stairs done.,1
Your active minutes: 60. Daily goal met.,1
Your workout intensity: Moderate. Heart rate 130.,1
Your pace is 9 min/mile. Steady.,1
Your split time: 8:45. Fast.,1
Your lap is complete. 400m.,1
Your swim stroke is freestyle. 50m.,1
Your bike cadence is 80 rpm. Smooth.,1
Your power output is 200 watts. Strong.,1
Your elevation gain is 500 ft. Hill climb.,1
Your descent is 300 ft. Recover.,1
Your route is saved. Share with friends.,1
Your segment time is PR. New record.,1
Your challenge is complete. Badge earned.,1
Your trophy is unlocked. 10k steps streak.,1
Your leaderboard rank is 5. Move up.,1
Your friend challenged you. Accept?,1
Your cheer is received. Thanks.,1
Your comment: 'Great job!',1
Your post is liked. 10 reactions.,1
Your share is reposted. Spreading.,1
Your story is viewed. 50 people.,1
Your live video has 20 viewers. Say hi.,1
Your room is created. Invite others.,1
Your audio is muted. Unmute to speak.,1
Your video is off. Turn on camera.,1
Your screen is shared. Presenting.,1
Your hand is raised. Waiting to speak.,1
Your chat message is sent. Seen.,1
Your reaction is added. 👍,1
Your poll is created. Vote now.,1
Your breakout room is open. Join.,1
Your recording is started. This meeting is being recorded.,1
Your transcript is live. Captions on.,1
Your meeting is ended. Thanks for joining.,1
Your summary is generated. Key points.,1
Your action items are: 1. Send report.,1
Your follow-up is scheduled. Next week.,1
Your availability is shared. Book a time.,1
Your booking is confirmed. Calendar updated.,1
Your invite is accepted. 2 attendees.,1
Your reminder is sent. 10 mins before.,1
Your time zone is set. GMT+5:30.,1
Your working hours are 9-5. Auto-reply outside.,1
Your out-of-office is on. I'll respond later.,1
Your vacation responder is active. Enjoy your time off.,1
Your signature is applied. Sent from iPhone.,1
Your attachment is included. 2 files.,1
Your link is shared. View only.,1
Your permission is granted. Can edit.,1
Your comment is added. Resolve when done.,1
Your suggestion is made. Accept or reject.,1
Your version is named. Final v3.,1
Your publish is successful. Live now.,1
Your site is deployed. URL: example.com.,1
Your domain is connected. Propagation in 48h.,1
Your email is set up. user@domain.com.,1
Your alias is created. Forwarding to main.,1
Your forward is set. Emails redirected.,1
Your filter is applied. Labeled 'Work'.,1
Your spam is caught. 5 messages.,1
Your unsubscribe is processed. Removed from list.,1
Your newsletter is delivered. Read now.,1
Your campaign is sent. Open rate 30%.,1
Your A/B test is running. Subject A winning.,1
Your segment is targeted. 1000 contacts.,1
Your list is cleaned. Bounces removed.,1
Your automation is triggered. Welcome email sent.,1
Your workflow is active. 3 steps.,1
Your tag is applied. VIP customer.,1
Your note is added. Follow up in 2 days.,1
Your task is created. Due tomorrow.,1
Your deal is updated. Stage: Negotiation.,1
Your contact is created. Company: Acme Inc.,1
Your lead is assigned. Owner: You.,1
Your opportunity is won. Closed $10k.,1
Your forecast is updated. Pipeline $100k.,1
Your report is run. 50 records.,1
Your dashboard is refreshed. Data current.,1
Your export is ready. Download CSV.,1
Your import is complete. 100 records added.,1
Your duplicate is merged. 1 record kept.,1
Your validation rule is triggered. Fix errors.,1
Your formula is saved. Calculating.,1
Your pivot table is created. Summarized.,1
Your chart is inserted. Bar graph.,1
Your presentation is ready. Slide deck.,1
Your slide is updated. New design.,1
Your transition is applied. Fade.,1
Your animation is added. Entrance effect.,1
Your video is embedded. Play in slide.,1
Your audio is inserted. Background music.,1
Your notes are visible. Presenter view.,1
Your slideshow is started. Full screen.,1
Your pointer is hidden. Move mouse.,1
Your laser pointer is on. Highlight.,1
Your pen is drawing. Annotate.,1
Your highlighter is marking. Important.,1
Your eraser is clearing. Remove ink.,1
Your slide is advanced. Next.,1
Your slide is previous. Back.,1
Your slide is jumped. Go to 5.,1
Your black screen is on. Pause.,1
Your white screen is on. Blank.,1
Your presentation is ended. Thanks.,1
Your Q&A is open. Ask questions.,1
Your feedback is collected. 5 stars.,1
Your rating is submitted. Thank you.,1
Your review is helpful. 10 found this useful.,1
Your question is answered. See response.,1
Your answer is accepted. Best answer.,1
Your vote is counted. +1.,1
Your flag is reviewed. Thanks for reporting.,1
Your edit is approved. Changes published.,1
Your revision is reverted. Previous version restored.,0
Your history is viewed. 30 days.,1
Your activity is logged. All actions recorded.,1
Your privacy report is generated. Apps accessing data.,1
Your data is requested. Export in progress.,1
Your archive is ready. Download ZIP.,1
Your takeout is complete. Google data.,1
Your transfer is initiated. Moving to new account.,1
Your deletion is scheduled. Account will be removed in 30 days.,1
Your cancellation is processed. Sorry to see you go.,1
Your feedback is heard. We'll improve.,1
Your goodbye is bittersweet. Come back anytime.,1
Your account is closed. Good luck.,1
Your session is ended. Sign out successful.,1
See you next time.,0
Have a wonderful day ahead.,0
Looking forward to our next conversation.,0
Yours sincerely,0
Take care of yourself,0
Enjoy your evening,0
Good luck with your exam,0
Congratulations on your success,0
Wishing you a speedy recovery,0
Happy anniversary,0
Many happy returns of the day,0
All the best for your future,0
May your dreams come true,0
Have a blessed day,0
Jai Shri Krishna,0
Nice to meet you,0
Pleasure meeting you,0
Long time no see,0
How's it going?,0
Working from home,0
We should hang out,0
Let's plan something,0
Maybe next weekend,0
I'm free on Sunday,0
Let me check my calendar,0
I'll let you know,0
I'll confirm later,0
Tentatively yes,0
Let me think about it,0
I'll get back to you,0
Thanks for asking,0
I appreciate it,0
Don't mention it,0
Happy to assist,0
At your service,0
What can I do for you?,0
How can I help?,0
I'm here for you,0
You can count on me,0
I've got your back,0
We're in this together,0
Teamwork makes the dream work,0
Together we can,0
United we stand,0
Strength in unity,0
"One for all, all for one",0
Friends forever,0
Brothers from another mother,0
Sisters before misters,0
Through thick and thin,0
In good times and bad,0
For better or worse,0
Till death do us part,0
Thinking of you,0
You're on my mind,0
Can't wait to see you,0
Counting down the days,0
Excited to meet,0
Looking forward to it,0
Eagerly waiting,0
Believe in yourself,0
Count your blessings,0
Appreciate the little things,0
Enjoy the moment,0
Live in the present,0
Pamper yourself,0
Scented candles,0
Home sweet home,0
There's no place like home,0
Home is where the heart is,0
Making memories,0
Cherished moments,0
Reminder of you,0
Thinking of home,0
Back in the day,0
When we were young,0
Where did the time go?,0
Make every moment count,0
Live life to the fullest,0
What's done is done,0
Let bygones be bygones,0
Forgive and forget,0
Don't dwell on the past,0
Focus on the future,0
Tomorrow is a new day,0
Opportunity knocks,0
Shoot for the stars,0
Sky's the limit,0
It is what it is,0
The show must go on,0
Keep calm and carry on,0
Everything will be fine,0
Trust the process,0
Miracles happen,0
Anything is possible,0
Never say never,0
Impossible is nothing,0
Make a difference,0
Lead by example,0
Actions speak louder than words,0
Deeds not words,0
Practice what you preach,0
Mean what you say,0
Say what you mean,0
Honesty is the best policy,0
Integrity matters,0
Character counts,0
Do the right thing,0
Mission focused,0
Get things done,0
Results oriented,0
Fully committed,0
In a league of its own,0
Putting together,0
Pressure cooking,0
Meet expectations,0
Exceed expectations,0
Release the hounds,0
Let slip the dogs of war,0
Roar with laughter,0
Bose-Einstein condensate,0
State of matter,0
Phase transition,0
Chemical reaction,0
Physical change,0
Nuclear reaction,0
Quantum mechanics,0
Special relativity,0
General relativity,0
Grandfather paradox,0
Bootstrap paradox,0
Predestination paradox,0
Parallel universe,0
Alternate reality,0
Expansion of the universe,0
Cosmic microwave background,0
Galaxy formation,0
Planet formation,0
Natural selection,0
Survival of the fittest,0
Binomial nomenclature,0
Extinction event,0
Mass extinction,0
Greenhouse effect,0
Ozone depletion,0
Montreal Protocol,0
Renewable energy,0
Electric vehicle,0
Hydrogen fuel cell,0
Solid-state battery,0
Geothermal plant,0
Nuclear reactor,0
Fission reactor,0
Particle accelerator,0
Large Hadron Collider,0
Linear accelerator,0
Higgs boson discovery,0
Standard Model confirmation,0
Beyond Standard Model,0
Dark matter search,0
Neutrino oscillation,0
Gravitational wave,0
Black hole merger,0
Neutron star merger,0
Gamma-ray burst,0
Active galactic nucleus,0
Supermassive black hole,0
Event Horizon Telescope,0
First black hole image,0
Space telescope,0
JWST discoveries,0
Goldilocks zone,0
Interstellar travel,0
Generation ship,0
Alcubierre drive,0
Wormhole travel,0
Length contraction,0
Mass-energy equivalence,0
Nuclear binding energy,0
Quantum entanglement,0
Quantum teleportation,0
Quantum computing,0
Shor's algorithm,0
Grover's algorithm,0
Quantum supremacy,0
Post-quantum cryptography,0
Quantum key distribution,0
Quantum internet,0
Quantum metrology,0
Quantum simulation,0
Quantum chemistry,0
Quantum biology,0
Quantum cognition,0
Many-worlds interpretation,0
Copenhagen interpretation,0
Pilot-wave theory,0
Objective collapse,0
Relational quantum mechanics,0
Consistent histories,0
Transactional interpretation,0
Hidden variable theory,0
Local hidden variable,0
Nonlocal hidden variable,0
Libertarianism (metaphysical),0
Hard determinism,0
Soft determinism,0
Butterfly effect,0
Complexity theory,0
Positive feedback,0
Negative feedback,0
Information theory,0
Shannon entropy,0
Thermodynamic entropy,0
Second law of thermodynamics,0
Heat death of the universe,0
Maxwell's demon,0
Landauer's principle,0
Reversible computing,0
Quantum thermodynamics,0
Information paradox,0
Black hole information paradox,0
Hawking radiation,0
Bekenstein bound,0
Holographic principle,0
AdS/CFT correspondence,0
String theory landscape,0
Anthropic principle,0
Weak anthropic principle,0
Strong anthropic principle,0
Fine-tuned universe,0
Cosmic inflation,0
Eternal inflation,0
Pocket universe,0
Bubble universe,0
Cyclic universe,0
Conformal cyclic cosmology,0
Leonardo da Vinci,0
Alice in Chains,0
Girls' Generation,0
Lata Mangeshkar,0
Anoushka Shankar,0
Beatles in India,0
George Harrison,0
Michael Jackson,0
Whitney Houston,0
Christina Aguilera,0
Justin Timberlake,0
Megan Thee Stallion,0
"Tyler, The Creator",0
Childish Gambino,0
Phoebe Bridgers,0
Taylor Swift Eras Tour,0
Beyonce Renaissance,0
Ultra Music Festival,0
Mobile World Congress,0
World Economic Forum,0
Remembrance Day,0
Independence Day,0
Constitution Day,0
Ambedkar Jayanti,0
Valentine's Day,0
Ganesh Chaturthi,0
Hanuman Jayanti,0
Chinese New Year,0
St. Patrick's Day,0
Venice Carnival,0
Day of the Dead,0
Running of the Bulls,0
Extreme Ironing,0
Underwater Hockey,0
Muggle Quidditch,0
Wingsuit flying,0
White water rafting,0
Pan-American Highway,0
Great Ocean Road,0
Pacific Coast Highway,0
North Coast 500,0
Wild Atlantic Way,0
Camino de Santiago,0
Shikoku Pilgrimage,0
Mehrangarh Fort,0
Chittorgarh Fort,0
Great Himalayan National Park,0
Valley of Flowers,0
Yumthang Valley,0
Gurudongmar Lake,0
Living Root Bridges,0
Tawang Monastery,0
Bomdila Monastery,0
Dhankar Monastery,0
Lhalung Monastery,0
Komic Monastery,0
Pin Parvati Pass,0
Manimahesh Lake,0
Kolahoi Glacier,0
Martand Sun Temple,0
Strait of Hormuz,0
Nicobar Islands,0
Papua New Guinea,0
Solomon Islands,0
Marshall Islands,0
Dominican Republic,0
Turks and Caicos,0
North Macedonia,0
Bosnia and Herzegovina,0
Sao Tome and Principe,0
Equatorial Guinea,0
Central African Republic,0
International Date Line,0
Portuguese Empire,0
Japanese Empire,0
Spring and Autumn,0
Space exploration,0
Space Launch System,0
Virgin Galactic,0
Lockheed Martin,0
Northrop Grumman,0
Relativity Space,0
Earth observation,0
Political science,0
Computer science,0
Human resources,0
Children's rights,0
Environmental rights,0
Indigenous rights,0
Minority rights,0
Disability rights,0
Consumer rights,0
Worker's rights,0
Collective bargaining,0
Civil disobedience,0
Nonviolent resistance,0
Bose (Satyendra),0
Hey how are you? My name is Maharsha Fah and I am your brother.,0
"Hello, this is John from the neighborhood.",0
"Hi, I'm calling about the apartment listing.",0
"Hey, how are you doing today?",0
"I'm doing great, thanks for asking!",0
Are we still meeting for coffee tomorrow morning?,0
"Yes, let's meet at the usual place around 10 AM.",0
Can you pick up some groceries on your way home?,0
"Sure, I'll stop by the store after work.",0
Did you watch the cricket match last night?,0
India played really well in yesterday's match.,0
What are you planning to cook for dinner tonight?,0
I was thinking of making chicken biryani tonight.,0
Happy birthday! Wishing you all the best.,0
Thank you so much! That means a lot to me.,0
"The weather is really nice today, isn't it?",0
Let's go for a walk in the park this evening.,0
"I'll be there in about 10 minutes, wait for me.",0
"No problem, take your time, I'm not in a hurry.",0
Did you finish the assignment that was due today?,0
"I submitted it in the morning, it was quite easy.",0
"My flight is at 6 PM, I need to leave by 3.",0
Safe travels! Let me know when you land.,0
Can you send me the meeting agenda for tomorrow?,0
I'll forward the email with all the details.,0
The new restaurant downtown is really good.,0
We should try it this weekend for lunch.,0
How was your day at work today?,0
"It was productive, got a lot of things done.",0
Please remind me to call the doctor tomorrow.,0
"Sure, I'll remind you first thing in the morning.",0
What time does the movie start tonight?,0
The show begins at 7:30 PM at PVR cinema.,0
Please review the document I sent earlier.,0
I've already reviewed it and added my comments.,0
The project deadline has been extended by a week.,0
"That's great news, we'll have more time to prepare.",0
Can you join the team meeting at 3 PM today?,0
"I'll be there, just finishing up a task right now.",0
The client has approved the final design mockup.,0
"Excellent, let's start the development phase.",0
Your leave application has been approved by HR.,0
"Thank you, I'll be away from Monday to Wednesday.",0
The quarterly report looks impressive this time.,0
The team has worked really hard this quarter.,0
Please complete the training module by Friday.,0
"I'm halfway through it, will finish by Thursday.",0
The new software update is ready for deployment.,0
Let's schedule it for this weekend during off hours.,0
We need to hire two more developers for the project.,0
I'll post the job listings on LinkedIn today.,0
The conference call with the US team is at 9 PM IST.,0
"I'll dial in from home, can you share the link?",0
"Mom, I'll be home for Diwali this year.",0
That's wonderful! Everyone will be so happy.,0
Congratulations on your promotion! Well deserved.,0
"Thank you, the whole team has been very supportive.",0
The kids have their school exam next week.,0
I'll help them study this weekend.,0
Your cousin's wedding invitation arrived today.,0
"Great, I need to book the train tickets soon.",0
The baby took her first steps today!,0
"Oh my God, that's amazing! Send me a video.",0
Can you pick up the kids from school at 3 PM?,0
"I'll be there, don't worry about it.",0
Let's plan a family trip during the summer break.,0
How about we go to Manali or Shimla this time?,0
Grandma is feeling much better after the surgery.,0
"That's such a relief, I'll visit her this weekend.",0
I need to visit the bank to update my passbook.,0
The bank is open till 4 PM on weekdays.,0
"I received my salary today, the deposit is confirmed.",0
Let me transfer the rent to the landlord now.,0
My bank statement shows all the transactions correctly.,0
The new debit card I ordered has arrived.,0
I applied for a home loan at the bank branch.,0
The loan officer said the process will take two weeks.,0
I need to change my bank account address.,0
You can do that through the mobile banking app.,0
The EMI for the car loan is getting deducted automatically.,0
"That's great, auto-debit makes things so much easier.",0
I want to open a fixed deposit for my savings.,0
The interest rates are quite good right now.,0
"My netbanking password needs to be changed, it's been a while.",0
Just go to settings and update it from the app.,0
"My phone is running low on battery, I need to charge it.",0
"There's a charger in the living room, use that.",0
I updated my laptop to the latest operating system.,0
How is it working? Is it faster now?,0
"The WiFi seems slow today, is something wrong?",0
"Let me restart the router, that usually fixes it.",0
I need to back up my photos to Google Drive.,0
Do it regularly so you don't lose any memories.,0
"The new iPhone looks really nice, thinking of buying it.",0
"Wait for a sale, you might get a good discount.",0
Can you help me set up my new email account?,0
"Sure, which provider do you want to use?",0
I've enrolled in an online course on data science.,0
"That's a great field, there are many job opportunities.",0
The professor posted the lecture notes on the portal.,0
"Thanks for letting me know, I'll download them.",0
The campus library has some really good reference books.,0
I'll check them out before the next assignment.,0
Exam results will be announced tomorrow morning.,0
I'm nervous but I studied really hard for this.,0
The scholarship application deadline is next month.,0
I'll prepare my documents and submit early.,0
I have a doctor's appointment at 4 PM today.,0
Should I come with you for moral support?,0
The pharmacist said to take this medicine twice a day.,0
Make sure you eat something before taking it.,0
"I started going to the gym, feeling much healthier.",0
"That's awesome, consistency is key for fitness.",0
The yoga class in the park is at 6 AM tomorrow.,0
"Count me in, I need some morning exercise.",0
I'm feeling a bit under the weather today.,0
"Rest up and drink lots of water, you'll feel better.",0
I ordered a new kurta from Myntra for the party.,0
Did you check the size? Online sizes can vary.,0
The grocery store has a great sale this weekend.,0
Let's make a list of what we need before going.,0
"I bought a new pair of shoes, they're really comfortable.",0
Nice! Where did you get them from?,0
Amazon is having a great sale on electronics.,0
I've been wanting to buy a new headphone set.,0
The flight tickets to Goa are surprisingly cheap.,0
Book them now before the prices go up.,0
I need to renew my passport before the trip.,0
The passport office has an online appointment system.,0
The hotel near the beach has great reviews.,0
Let's book a room with an ocean view.,0
Our train is scheduled to arrive at 8:30 AM.,0
I'll have someone pick us up from the station.,0
The new cafe near the office serves amazing coffee.,0
Let's go there for a coffee break this afternoon.,0
"I'm ordering lunch from Swiggy, want anything?",0
Get me a paneer butter masala with naan please.,0
Mom's special recipe for dal makhani is the best.,0
Can you share the recipe? I want to try it.,0
"Never share your OTP with anyone, it's your security.",0
The bank will never call and ask for your PIN.,0
Be careful of fake calls claiming to be from the police.,0
Don't click on suspicious links in text messages.,0
Always verify before transferring money to strangers.,0
Report any fraud calls to the cyber crime helpline.,0
Protect your personal information from scammers.,0
Never give your Aadhaar number over the phone.,0
"Be aware of lottery scams, they are very common.",0
"If someone pressures you urgently, it's likely a scam.",0
Don't install remote access apps like AnyDesk for strangers.,0
"Beware of KYC update scam calls, they are fake.",0
"Sounds good, let me know the details.",0
I completely agree with you on that.,0
That seems like a reasonable plan to me.,0
Let's discuss this in more detail tomorrow.,0
I appreciate your help with this matter.,0
Everything looks fine from my end.,0
"Good idea, let's go with that approach.",0
"Thanks for the heads up, I'll keep that in mind.",0
"No worries, these things happen sometimes.",0
"That makes perfect sense, thank you for explaining.",0
"I'm looking forward to it, should be fun.",0
"Go ahead, you have my full support.",0
"Noted, I'll make the necessary changes.",0
"That's very kind of you, thank you so much.",0
I'll think about it and get back to you.,0
The traffic on MG Road is terrible during rush hour.,0
"Take the metro, it's much faster and cheaper.",0
"I'm watching the new series on Netflix, it's amazing.",0
"Don't spoil it for me, I haven't started yet!",0
The street food in Delhi is absolutely incredible.,0
Nothing beats a plate of chaat from Chandni Chowk.,0
"My neighbor's dog is so friendly, he always greets me.",0
"Dogs are the best, they make everyone smile.",0
The monsoon season should be starting soon.,0
"I love the rain, everything looks so green and fresh.",0
I forgot my umbrella at home and it started raining.,0
"You can borrow mine, I have an extra one.",0
The electricity bill this month is quite high.,0
We should switch to LED bulbs to save energy.,0
I need to get my car serviced next week.,0
There's a good mechanic near the main market.,0
"Hello sir, your SBI bank account has been blocked due to suspicious activity. Please share your OTP to unblock it.",1
This is an urgent call from HDFC bank. Your account will be permanently closed if you don't verify your details now.,1
We have detected unauthorized transactions on your ICICI account. Provide your CVV and expiry date to secure it.,1
Your bank account has been compromised. Transfer all funds to this safe account immediately.,1
RBI has flagged your account for illegal transactions. Share your net banking password to verify.,1
Your debit card has been blocked. Press 1 and provide your card details to reactivate.,1
This is Axis Bank customer care. Your account has unusual activity. Share your UPI PIN for verification.,1
Your SBI YONO account will be suspended in 24 hours. Click this link to update your KYC immediately.,1
Alert from HDFC Bank: Your account is under investigation. Call this number with your account details.,1
Your bank account has been selected for a security upgrade. Share your ATM card number and PIN.,1
Your KYC has expired. Your Paytm wallet will be blocked if not updated within 2 hours.,1
Urgent: Update your KYC by sharing your Aadhaar number and PAN card to avoid account suspension.,1
PhonePe requires mandatory KYC update. Share your documents on WhatsApp to this number.,1
Google Pay KYC verification needed. Download this app and scan your Aadhaar for instant verification.,1
Your GPay account will be deactivated without KYC. Share your PAN and Aadhaar now.,1
This is the cyber crime department. A case has been filed against your Aadhaar number. Pay the fine immediately.,1
Your name is linked to a money laundering case. Transfer the security deposit or face arrest.,1
FIR has been registered against your mobile number. Cooperate by sharing your details to avoid arrest.,1
This is the Income Tax department. You have pending tax dues. Pay now to avoid legal action.,1
A drug parcel with your name was intercepted by customs. Pay the clearance fee to avoid jail time.,1
We are calling from the Supreme Court. Your hearing is tomorrow. Pay the bond amount now.,1
Police case number 4523 has been filed against you. Only way to dismiss is by paying the settlement.,1
Your Aadhaar has been used in a terrorism case. Cooperate now or we will issue arrest warrant.,1
CBI is investigating your phone number for fraud. Verify your identity by sharing Aadhaar and PAN.,1
TRAI has received complaints about your number. It will be disconnected in 2 hours unless you verify.,1
I'm calling from Amazon. Your order refund is pending. Share the OTP you received to process it.,1
An OTP has been sent to your phone by mistake. Can you please read it out to me?,1
"For refund processing, please install AnyDesk and share the 9-digit code with me.",1
Install TeamViewer urgently. We need remote access to fix a security issue with your phone.,1
I'll send you an OTP for account verification. Please share it with me when you receive it.,1
Your WhatsApp will be hacked if you don't share the verification code I just sent.,1
"To complete the KYC, I need the OTP that was sent to your registered mobile number.",1
I'm from Google support. Share your Gmail OTP to prevent your account from being deleted.,1
Install QuickSupport app and give me remote access. I'll fix the virus on your phone.,1
The OTP I sent is for security verification only. It is completely safe to share with me.,1
Congratulations! You've won Rs 25 lakh in the KBC lottery. Pay processing fee to claim.,1
You have been selected for a special government reward of Rs 15 lakh. Share your bank details.,1
"Your mobile number has won the Jio lucky draw prize of Rs 50,000. Pay tax to receive it.",1
"You are the winner of our international lottery worth $500,000. Transfer the handling charges.",1
"Flipkart has selected you as the lucky winner. Pay Rs 5,000 registration fee to claim your prize.",1
"Amazon quiz winner! You've won an iPhone. Pay delivery charges of Rs 2,999 to receive it.",1
Your number was randomly selected for Rs 10 lakh reward from RBI. Provide account details.,1
"Congratulations on winning the WhatsApp lucky draw. Transfer Rs 3,000 to receive Rs 1 crore.",1
Pre-approved personal loan of Rs 10 lakh at 0% interest. Share Aadhaar to avail immediately.,1
Your credit card limit has been increased. Share your card number for activation.,1
"Outstanding loan of Rs 2,50,000 on your account. Pay immediately or face legal consequences.",1
We can settle your home loan at 50% discount. Transfer the settlement amount today.,1
"Your CIBIL score has dropped. Pay Rs 5,000 to restore it immediately.",1
Low interest car loan approved for you. Just share your PAN and salary slip to process.,1
I'm sending you money on UPI. Please accept the collect request.,1
"I accidentally transferred Rs 50,000 to you. Please return it to this UPI ID immediately.",1
"To receive the cashback of Rs 10,000, scan this QR code from your GPay app.",1
Your PhonePe account has been hacked. Send Rs 1 to verify your UPI is working.,1
"Enter your UPI PIN to receive the refund of Rs 5,000 that's pending for you.",1
"Complete this UPI payment of Re 1 for verification and get Rs 1,000 cashback instantly.",1
Your LIC policy is about to lapse. Share your policy number and pay the premium now.,1
You are eligible for a health insurance bonus of Rs 5 lakh. Share your details to claim.,1
"Your insurance claim has been approved. Pay the processing fee of Rs 10,000 to receive it.",1
Special government health scheme covers you for free. Provide Aadhaar for enrollment.,1
Your electricity connection will be cut in 2 hours due to pending bill. Pay now.,1
BSNL will disconnect your number today. Call immediately with your Aadhaar to prevent.,1
"Your gas connection will be terminated. Pay the outstanding amount of Rs 8,500 now.",1
"Water supply will be stopped due to unpaid bill. Transfer Rs 3,200 immediately.",1
"Work from home opportunity. Earn Rs 50,000 per month. Just pay Rs 2,000 registration fee.",1
"You've been selected for a government job. Pay the security deposit of Rs 15,000.",1
Amazon is hiring data entry operators. Share your resume and pay Rs 500 for processing.,1
"Part time job offer: Like videos and earn Rs 5,000 per day. Join now on Telegram.",1
"Your courier from international has been held at customs. Pay Rs 25,000 clearance fee.",1
A valuable parcel addressed to you requires identity verification. Share Aadhaar immediately.,1
"Your FedEx shipment requires additional charges. Pay Rs 12,000 or it will be returned.",1
"Customs duty of Rs 50,000 pending on your imported goods. Pay to avoid seizure.",1
"Invest Rs 10,000 in our stock market scheme and earn Rs 1 lakh guaranteed in 30 days.",1
Cryptocurrency trading opportunity. Double your money in just 7 days. Guaranteed returns.,1
"Join our WhatsApp group for guaranteed stock market tips. Just pay Rs 5,000 monthly.",1
Binary trading platform with 100% profit guarantee. Invest now before the offer expires.,1
Your SIM will be blocked in 4 hours due to Aadhaar mismatch. Share Aadhaar to verify.,1
Your mobile number is being used for fraud. Send Aadhaar to this number to clear your name.,1
TRAI will deactivate your number. Press 1 to speak with an officer immediately.,1
Your JIO SIM has been flagged. Visit the link and enter your details to avoid blocking.,1
Your son has been detained by the police. Transfer Rs 2 lakh bail money immediately.,1
This is the hospital. Your relative has had an accident. Transfer money for emergency surgery.,1
"I am your son's professor. He is in trouble and needs Rs 50,000 immediately.",1
Your daughter has been kidnapped. Transfer money to this account and don't call police.,1
"As per RBI guidelines, you need to verify your account by sharing your net banking credentials.",1
We're from the government digital India program. Install this app for free digital services.,1
Your pension will be stopped unless you update your biometric data. Share Aadhaar urgently.,1
"Central government scheme for free laptop. Pay Rs 1,500 processing and shipping fee only.",1
Aadhaar biometric update required. Visit this website and upload your fingerprint data.,1
Your PF account has matured. Share your UAN number and bank details for withdrawal.,1
"Income tax refund of Rs 25,000 pending. Enter your card details to receive it.",1
Your Aadhaar has been deactivated. Reactivate by providing your biometric details.,1
Government is distributing free ration kits. Share Aadhaar for registration.,1
PM Kisan Yojana rejected your application. Verify with Aadhaar now to reapply.,1
This is your last warning. Your account will be permanently deleted in 1 hour.,1
Do not hang up the phone. Stay on the line or the police will be sent to your address.,1
Act immediately or your savings will be lost. There is no time to waste.,1
Do not tell anyone about this call. It is a confidential government matter.,1
"If you don't cooperate right now, a warrant will be issued in your name today.",1
Transfer the amount in the next 30 minutes or the legal proceedings will begin.,1
Keep this call confidential. Do not discuss this with family or friends.,1
"You must act now. Every minute you delay, your risk increases.",1
This is extremely urgent. Your financial security is at stake right now.,1
We will freeze all your accounts if you do not comply within the next hour.,1
